year,songtitle,artistname,timesignature,timesignature_confidence,loudness,tempo,tempo_confidence,key,key_confidence,energy,pitch,Top10
2007,Last Time I Checked,Gorilla Zoe,4,0.996,-7.602,136.077,0.623,7,0.236,0.680620917,0.003,0
2007,The Sweet Escape,Gwen Stefani,4,1,-15.329,122.434,0.892,3,0.27,0.458885438,0.001,1
2007,Cupid's Chokehold,Gym Class Heroes,4,0.934,-16.822,81.397,0.893,9,0.293,0.35056536,0.004,1
2007,Lips Of An Angel,Hinder,4,0.994,-17.59,131.583,0.342,2,0.47,0.410810175,0.009,1
2007,A Bay Bay,Hurricane Chris,4,0.658,-5.334,77.018,0.439,5,0.361,0.670481476,0,1
2007,Without You,J. Holiday,0,0,-6.822,0,0,1,0.35,0.798696626,0.002,0
2007,Bed,J. Holiday,1,0,-8.28,127.547,0.332,5,0.352,0.584471836,0.002,1
2007,Betcha Never Had,J. Holiday,3,0.746,-7.153,100.487,0.149,8,0.012,0.546172136,0.008,0
2007,Fallin',J. Holiday,3,1,-7.247,99.94,0.844,9,0.73,0.472443504,0.002,0
2007,Back of My Lac,J. Holiday,4,1,-4.927,82.492,0.776,6,0.359,0.624985339,0.007,0
2007,Ghetto,J. Holiday,4,1,-6.194,83.944,0.502,9,0.042,0.644408845,0.003,0
2007,Thug Commandments,J. Holiday,4,1,-2.794,78.651,0.925,7,0.787,0.737256501,0.003,0
2007,Laa Laa,J. Holiday,4,0.998,-6.906,127.874,0.204,7,0.64,0.578019733,0.002,0
2007,Come Here,J. Holiday,4,1,-7.661,79.993,0.405,9,0.084,0.643329021,0.002,0
2007,Be with Me,J. Holiday,4,1,-4.557,90.969,0.891,5,0.25,0.702406347,0.006,0
2007,Suffocate,J. Holiday,4,1,-18.171,122.867,0.18,0,0.442,0.230697468,0.002,0
2007,Fatal,J. Holiday,4,1,-7.812,125.808,0.454,5,0.437,0.362118055,0.001,0
2007,Pimp In Me,J. Holiday,4,1,-8.425,124.031,0.633,5,0.402,0.657018454,0,0
2007,Thank You,J. Holiday,4,1,-7.296,121.236,0.519,11,0.152,0.617815659,0.009,0
2007,Johnny Cash,Jason Aldean,4,1,-4.559,112.089,1,8,0.635,0.876078608,0.013,0
2007,Laughed Until We Cried,Jason Aldean,4,0.974,-5.932,72.459,0.322,7,1,0.475505322,0.005,0
2007,Do You Wish It Was Me,Jason Aldean,4,0.962,-6.743,142.127,0.127,7,0.882,0.626853973,0.006,0
2007,I Use What I Got,Jason Aldean,4,1,-5.106,84.091,0.352,3,0.555,0.874088003,0.014,0
2007,Who's Kissing You Tonight,Jason Aldean,4,0.989,-7.059,84.019,0.444,5,0.611,0.627847969,0.006,0
2007,Relentless,Jason Aldean,4,0.956,-5.794,115.026,0.831,5,0.846,0.885209285,0.029,0
2007,My Memory Ain't What It Used to Be,Jason Aldean,4,1,-7.644,76.005,0.74,6,0.037,0.598885572,0.004,0
2007,No,Jason Aldean,4,0.995,-5.443,106.311,0.955,1,0.226,0.841576373,0.011,0
2007,Back in this Cigarette,Jason Aldean,4,1,-7.281,82.99,0.719,5,0.453,0.514443134,0.009,0
2007,I Break Everything I Touch,Jason Aldean,4,0.992,-5.463,116.038,0.925,8,0.934,0.915920871,0.002,0
2007,Not Every Man Lives,Jason Aldean,4,0.584,-6.493,78.99,0.464,6,0.07,0.641689052,0.003,0
2007,Stay Together,Jennifer Lopez,4,1,-4.914,111.06,0.93,8,0.454,0.880100781,0.006,0
2007,Forever,Jennifer Lopez,4,1,-6.298,93.94,0.762,5,0.503,0.836968326,0.006,0
2007,Hold It Don't Drop It,Jennifer Lopez,4,1,-4.977,115.356,0.899,11,0.651,0.741825378,0.007,0
2007,Do It Well,Jennifer Lopez,4,0.978,-7.366,108.028,0.889,1,0,0.8341659,0.003,0
2007,Gotta Be There,Jennifer Lopez,4,1,-5.622,102.943,1,0,0.367,0.704356855,0.001,0
2007,Never Gonna Give Up,Jennifer Lopez,4,0.948,-9.504,100.006,0.827,8,0.613,0.382202146,0.001,0
2007,Mile in These Shoes,Jennifer Lopez,4,1,-7.345,118.959,0.921,8,0.356,0.600516534,0.002,0
2007,The Way It Is,Jennifer Lopez,4,0.996,-5.403,75.918,0.834,5,0.502,0.843101195,0.007,0
2007,Be Mine,Jennifer Lopez,4,1,-4.899,101.95,1,9,0.1,0.789893377,0.006,0
2007,I Need Love,Jennifer Lopez,4,1,-5.061,77.988,0.14,1,0.514,0.830521602,0.005,0
2007,Wrong When You're Gone,Jennifer Lopez,4,1,-6.635,115.585,0.836,8,0.151,0.716604547,0.003,0
2007,Brave,Jennifer Lopez,4,0.632,-5.461,111.008,0.694,5,0.242,0.583630507,0.001,0
2007,Ludacris,Jennifer Lopez,4,0.949,-5.694,107.971,0.976,5,0.025,0.81001122,0.004,0
2007,We Fly High,Jim Jones,4,1,-6.866,89.998,0.372,1,0.832,0.77957205,0.005,1
2007,Summer Love,Justin Timberlake,3,0.92,-19.125,95.329,0.495,10,0.231,0.221961002,0.006,1
2007,What Goes Around...Comes Around,Justin Timberlake,4,0.874,-17.104,77.631,0.627,7,0.602,0.399035892,0.003,1
2007,My Love,Justin Timberlake,4,1,-5.724,120.046,0.753,10,0.303,0.668961119,0.013,1
2007,Good Life,Kanye West,4,1,-19.963,87.644,0.947,2,0.011,0.424349505,0.002,1
2007,Stronger,Kanye West,4,1,-8.286,104.018,0.919,6,0.354,0.719191393,0.003,1
2007,Never Again,Kelly Clarkson,4,0.965,-15.502,148.86,0.905,0,0.406,0.625742974,0.006,1
2007,Daylight,Kenna,4,0.897,-4.216,124.978,0.53,7,0.673,0.950861154,0.014,0
2007,Out of Control (State of Emotion),Kenna,4,1,-4.369,119.983,0.805,7,0,0.897531848,0.019,0
2007,Loose Wires / Blink Radio,Kenna,4,0.833,-6.735,119.999,0.77,7,0.864,0.744486967,0.002,0
2007,Say Goodbye to Love,Kenna,4,1,-3.419,120.075,0.86,1,0.086,0.913125783,0.011,0
2007,Sun Red Sky Blue,Kenna,4,1,-4.158,159.008,0.325,6,0.477,0.935994806,0.001,0
2007,Baptized in Blacklight,Kenna,4,1,-4.827,120.018,0.594,9,0.111,0.764417245,0.01,0
2007,Static,Kenna,4,1,-7.516,87.965,0.948,2,0.537,0.524829118,0.001,0
2007,Phantom Always,Kenna,4,0.98,-4.978,109.994,0.929,9,0.173,0.824559968,0.008,0
2007,Face the Gun / Good Luck,Kenna,4,0.984,-4.587,145.99,0.3,11,0.28,0.929562797,0.006,0
2007,Better Wise Up,Kenna,4,1,-4.61,99.038,0.523,1,0.538,0.900353724,0.004,0
2007,Be Still,Kenna,4,0.924,-8.45,105.002,0.818,2,0.661,0.679697299,0.01,0
2007,Wide Awake,Kenna,4,1,-6.476,143.974,0.179,3,0.341,0.792741469,0.003,0
2007,Let It Go,Keyshia Cole,4,1,-6.363,95.052,0.828,10,0.667,0.751064535,0.002,1
2007,Slugs in the Shrubs,Les Savy Fav,3,1,-4.025,140.03,0.875,0,0.286,0.962267477,0.022,0
2007,Pots & Pans,Les Savy Fav,4,0.772,-6.099,117.011,0.933,9,0.264,0.820647999,0.03,0
2007,The Equestrian,Les Savy Fav,4,1,-3.971,77.521,0.517,5,0.658,0.98206444,0.018,0
2007,The Year Before the Year 2000,Les Savy Fav,4,1,-4.781,96.572,0.643,2,0.649,0.743201982,0.008,0
2007,Patty Lee,Les Savy Fav,4,0.988,-5.527,129.897,0.353,9,0.322,0.925841362,0.01,0
2007,What Would Wolves Do?,Les Savy Fav,4,0.62,-6.417,154.809,0.429,7,0.472,0.88417351,0.015,0
2007,Brace Yourself,Les Savy Fav,4,1,-7.588,80.007,0.824,7,0.911,0.548371288,0.007,0
2007,Raging in the Plague Age,Les Savy Fav,4,0.893,-8.113,168.083,0.173,0,0.669,0.689173968,0.027,0
2007,Kiss Kiss Is Getting Old,Les Savy Fav,4,0.903,-5.805,145.038,0.051,2,0.268,0.716688839,0.005,0
2007,Comes & Goes,Les Savy Fav,4,1,-7.932,75.064,0.659,4,0.381,0.840229383,0.01,0
2007,Scotchgard the Credit Card,Les Savy Fav,4,0.963,-4.186,138.86,0.584,11,0.015,0.959123595,0.045,0
2007,The Lowest Bitter,Les Savy Fav,4,1,-5.678,166.666,0.482,0,0.618,0.91927868,0.024,0
2007,Lip Gloss,Lil Mama,4,1,-5.746,96.033,0.51,9,0.516,0.857510402,0.009,1
2007,Wake,Linkin Park,3,0.298,-12.483,125.192,0.145,0,0.046,0.173310507,0.005,0
2007,No More Sorrow,Linkin Park,3,0.739,-10.155,103.475,0.272,3,0.77,0.827798996,0.005,0
2007,The Little Things Give You Away,Linkin Park,3,0.91,-7.648,70.018,0.207,7,0.631,0.463093152,0.006,0
2007,Given Up,Linkin Park,4,0.716,-12.368,99.959,0.542,11,0.299,0.723645454,0.014,0
2007,Leave Out All the Rest,Linkin Park,4,0.976,-14.717,82.545,0.843,0,0.336,0.516598577,0.007,0
2007,Bleed It Out,Linkin Park,4,0.937,-8.351,140.035,0.271,6,0.492,0.86136952,0.024,0
2007,Shadow of the Day,Linkin Park,4,0.961,-8.44,110.031,0.74,11,0.461,0.366437216,0.002,0
2007,What I've Done,Linkin Park,4,0.813,-13.294,120.134,0.269,5,0.544,0.487235702,0.008,1
2007,Hands Held High,Linkin Park,4,1,-8.907,104.081,0.827,9,0.511,0.624109103,0.01,0
2007,Valentine's Day,Linkin Park,4,0.939,-5.914,108.07,1,0,0.717,0.635214062,0.004,0
2007,In Between,Linkin Park,4,1,-10.819,97.026,0.737,10,0.251,0.520470709,0.001,0
2007,In Pieces,Linkin Park,4,1,-6.387,160.275,0.976,1,0.312,0.878118351,0.002,0
2007,You,Lloyd,5,0.978,-7.506,130.765,0.172,5,0.185,0.796423138,0.005,1
2007,Runaway Love,Ludacris,4,0.933,-7.462,90.806,0.8,1,0.466,0.706187876,0.002,1
2007,Makes Me Wonder,Maroon 5,4,1,-3.275,113.997,0.976,4,0.399,0.857669776,0.009,1
2007,Baby's Coming Back,McFly,1,0.132,-5.714,104.937,0.101,1,0.479,0.476826725,0.002,0
2007,Five Colours In Her Hair,McFly,4,0.95,-4.193,98.013,0.854,0,0.243,0.910399654,0.008,0
2007,All About You,McFly,4,0.312,-6.772,131.065,0,10,0.071,0.391214539,0.003,0
2007,Star Girl,McFly,4,0.918,-10.496,78.109,0.288,3,0.06,0.509283671,0.013,0
2007,Obviously,McFly,4,1,-3.07,130.567,0.532,1,0.907,0.889306724,0.005,0
2007,The Heart Never Lies,McFly,4,0.926,-5.766,100.002,0.884,7,0.801,0.821462408,0.008,0
2007,Room on the 3rd Floor,McFly,4,0.906,-3.256,89.955,0.778,4,0.406,0.850107725,0.007,0
2007,Don't Stop Me Now,McFly,4,0.799,-4.233,156.604,0.123,5,0.48,0.85410692,0.003,0
2007,I'll Be OK,McFly,4,0.941,-4.881,156.646,0.062,7,0.737,0.944811949,0,0
2007,That Girl,McFly,4,0.36,-6.279,93.599,0.385,8,0.76,0.692851628,0.007,0
2007,Transylvania,McFly,4,0.992,-5.738,124.509,0.146,4,0.08,0.641103176,0.001,0
2007,The Way You Make Me Feel,McFly,4,0.248,-6.624,122.991,0.81,7,0.947,0.544200096,0.003,0
2007,Don't Wake Me Up,McFly,4,0.976,-5.272,86.968,0.206,7,0.445,0.684032735,0.007,0
2007,Running,Menomena,1,0.2,-13.654,108.244,0.742,6,0,0.455430723,0.002,0
2007,Weird,Menomena,3,0.977,-9.367,75.122,0.204,7,0.209,0.527367085,0.003,0
2007,Ghostship,Menomena,3,0.128,-18.783,99.927,0.259,2,0.802,0.128155997,0.001,0
2007,Muscle'n Flo,Menomena,4,0.994,-9.548,80.134,0.603,10,0.212,0.490170614,0.001,0
2007,The Pelican,Menomena,4,0.979,-6.671,66.22,0.403,9,0.507,0.532006444,0.018,0
2007,Wet and Rusting,Menomena,4,1,-10.77,141.69,0.434,8,0.048,0.523042065,0.002,0
2007,Air Aid,Menomena,4,1,-10.701,140.966,0.067,4,0.057,0.621570923,0.012,0
2007,Rotten Hell,Menomena,4,0.893,-10.487,70.831,0.369,6,0.147,0.360068721,0.027,0
2007,My My,Menomena,4,1,-10.031,100.925,0.161,11,0.45,0.638330803,0.01,0
2007,Boyscout'n,Menomena,4,0.951,-10.182,121.861,0.76,1,0.43,0.612233208,0.008,0
2007,Evil Bee,Menomena,4,0.973,-10.018,119.941,0.461,2,0.599,0.501350948,0.005,0
2007,West,Menomena,4,1,-21.106,120.562,0.471,10,0.087,0.232013033,0.006,0
2007,This Is Why I'm Hot,Mims,4,1,-7.409,80.953,0.44,8,0,0.660222081,0.001,1
2007,Welcome To The Black Parade,My Chemical Romance,4,0.909,-4.646,93.626,0.348,7,0.075,0.920338717,0.007,1
2007,Because Of You,Ne-Yo,4,1,-6.38,126.001,1,0,0.708,0.797629588,0.01,1
2007,Say It Right,Nelly Furtado,4,1,-7.129,120.182,0.826,7,0.668,0.932636572,0.012,1
2007,Rockstar,Nickelback,4,1,-3.386,144.073,0.286,0,0.008,0.914959755,0.024,1
2007,Goodbye to Yesterday,No Angels,4,1,-6.967,82.014,0.773,9,0.857,0.752714168,0.007,0
2007,I Believe in You,No Angels,4,0.919,-5.353,76.003,0.929,0,0.331,0.685871794,0.007,0
2007,Been Here Before,No Angels,4,0.906,-5.494,128.957,1,7,0.457,0.840884416,0.011,0
2007,Amaze Me,No Angels,4,1,-7.328,97.884,0.08,8,0.075,0.462440083,0.002,0
2007,Maybe,No Angels,4,0.997,-5.84,90.022,0.975,7,0.801,0.757446525,0.004,0
2007,I Had a Feeling,No Angels,4,1,-5.423,141.031,0.371,0,0.283,0.899427258,0.001,0
2007,Make a Change,No Angels,4,0.996,-5.368,73.027,0.165,10,0.786,0.630068855,0.002,0
2007,Back Off,No Angels,4,0.986,-3.33,81.025,0.598,6,0.384,0.932196244,0.017,0
2007,What If,No Angels,4,1,-5.538,140.001,0.523,4,0.393,0.865470707,0.015,0
2007,I Don't Wanna Talk About It,No Angels,4,0.914,-6.261,99.972,0.086,8,0.654,0.73818844,0.015,0
2007,Misguided Heart,No Angels,4,1,-5.505,74.986,0,4,0.201,0.748120108,0.015,0
2007,A Reason,No Angels,4,0.972,-5.609,95.926,0.96,9,0.072,0.776934067,0.006,0
2007,The Rhythm of My Heart,No Angels,4,0.747,-7.785,80.435,0.142,11,0.786,0.287801337,0.008,0
2007,We Were Born the Mutants Again with Leafling,Of Montreal,1,0,-10.682,119.131,0.429,5,0.371,0.455403853,0.003,0
2007,Suffer for Fashion,Of Montreal,4,1,-4.56,147.956,0.645,2,0.245,0.962634508,0.008,0
2007,Sink the Seine,Of Montreal,4,1,-6.395,99.909,0.528,2,0.406,0.838164417,0.004,0
2007,Cato as a Pun,Of Montreal,4,0.99,-5.402,100.008,0.838,10,0.003,0.828459714,0.009,0
2007,Heimdalsgate Like a Promethean Curse,Of Montreal,4,1,-5.54,74.999,0,4,0.411,0.905414912,0.026,0
2007,Gronlandic Edit,Of Montreal,4,1,-7.908,119.963,0.975,9,0.301,0.389267964,0.003,0
2007,Kongsvinger,Of Montreal,4,1,-5.442,120.005,0.948,5,0.562,0.806110514,0.005,0
2007,The Past Is a Grotesque Animal,Of Montreal,4,0.864,-5.392,76.5,0.923,9,0.039,0.941726548,0.002,0
2007,Bunny Ain't No Kind of Rider,Of Montreal,4,1,-5.821,125.981,0.87,9,0.622,0.919900163,0.001,0
2007,Faberge Falls for Shuggie,Of Montreal,4,0.992,-5.454,137.998,0.963,11,0.419,0.894727425,0.01,0
2007,Labyrinthian Pomp,Of Montreal,4,0.955,-7.337,94.001,0.433,1,0.405,0.674269683,0.002,0
2007,She's a Rejecter,Of Montreal,4,1,-5.379,127.007,0.879,5,0.237,0.911903558,0.007,0
2007,Over the Water,Oysterband,4,1,-13.586,91.016,1,2,0.595,0.516902178,0.004,0
2007,Here Comes the Flood,Oysterband,4,0.894,-10.915,85.155,0.978,5,0.024,0.699061638,0.018,0
2007,Where the World Divides,Oysterband,4,1,-7.846,144.916,0.242,11,0.184,0.855492361,0.006,0
2007,Walking Down the Road with You,Oysterband,4,0.936,-6.707,126.908,0.938,2,0.238,0.926689039,0.009,0
2007,Bury Me Standing,Oysterband,4,0.824,-7.333,138.074,0.58,7,0.726,0.580610934,0.011,0
2007,Everything Must Go,Oysterband,4,0.93,-6.939,146.115,0.364,0,0.625,0.822254341,0.022,0
2007,Control,Oysterband,4,1,-8.065,132.911,0.91,3,0.547,0.921637089,0.01,0
2007,The Boy's Still Running,Oysterband,4,0.405,-9.273,72.89,0.372,0,0,0.405322637,0.029,0
2007,Someone Somewhere,Oysterband,4,0.855,-8.883,164.055,0.074,2,0.12,0.767713808,0.011,0
2007,Just One Life,Oysterband,4,0.823,-7.054,139.936,0.522,0,0.663,0.698282957,0.011,0
2007,Dancing as Fast as I Can,Oysterband,4,0.866,-11.231,116.005,0.829,7,0.809,0.525153755,0.007,0
2007,Hey There Delilah,Plain White T's,1,0.855,-22.083,71.682,0.545,11,0,0.037841808,0.001,1
2007,Shawty,Plies,4,1,-14.167,135.341,0.195,1,0.556,0.48248654,0.003,1
2007,What I Like About You,Poison,1,0,-3.035,159.944,0.608,8,0.783,0.983486484,0.013,0
2007,Your Mama Don't Dance,Poison,3,0.822,-3.715,111.506,0.518,1,0.838,0.990726806,0.02,0
2007,Little Willy,Poison,4,1,-2.679,124.161,0.803,10,0.562,0.967005451,0.01,0
2007,Suffragette City,Poison,4,0.697,-2.337,144.042,0.054,1,0.431,0.980622354,0.024,0
2007,I Never Cry,Poison,4,0.889,-5.226,69.977,0.229,4,0.012,0.596972375,0.014,0
2007,I Need to Know,Poison,4,1,-2.558,78.494,0.295,6,0.39,0.984064564,0.021,0
2007,Can't You See,Poison,4,1,-3.052,77.073,0.782,6,1,0.860148047,0.002,0
2007,Dead Flowers,Poison,4,0.895,-3.935,126.067,0.905,1,1,0.936161299,0.004,0
2007,Just What I Needed,Poison,4,1,-4.184,129.973,0.326,3,0,0.936030768,0.029,0
2007,Rock and Roll All Nite,Poison,4,0.996,-3.56,75.841,0.143,1,0.108,0.969025131,0.026,0
2007,Squeeze Box,Poison,4,0.797,-2.456,143.036,0.266,6,0.204,0.986739838,0.031,0
2007,We're An American Band,Poison,4,0.869,-2.679,134.944,0.324,6,0.91,0.95386555,0.024,0
2007,SexyBack,Poison,4,1,-4.343,117.054,0.752,3,0.606,0.971408373,0.028,0
2007,Breathing's for the Birds,Poison the Well,3,0.793,-5,101.302,0.389,9,0.175,0.975407916,0.013,0
2007,Letter Thing,Poison the Well,4,0.625,-4.228,75.292,0.208,9,0.381,0.986525613,0.028,0
2007,Nagaina,Poison the Well,4,1,-5.026,66.211,0.2,11,0.026,0.950731772,0.026,0
2007,The Notches That Create Your Headboard,Poison the Well,4,1,-15.026,161.648,0.284,2,0.883,0.922629047,0.052,0
2007,Pleading Post,Poison the Well,4,0.247,-4.242,121.277,0.142,0,0.623,0.938187281,0.031,0
2007,Slow Good Morning,Poison the Well,4,0.988,-6.498,114.379,0.574,7,0,0.645732714,0.009,0
2007,Prematurito el Baby,Poison the Well,4,0.928,-4.702,104.377,0.971,7,0.218,0.994577149,0.03,0
2007,Composer Meet Corpse,Poison the Well,4,1,-4.644,82.773,0.4,1,0.417,0.970159369,0.027,0
2007,You Will Not Be Welcomed,Poison the Well,4,0.95,-7.7,68.693,0.02,5,0.386,0.544858787,0,0
2007,Naive Monarch,Poison the Well,4,0.964,-4.384,104.793,0.871,4,0.339,0.994068681,0.029,0
2007,Riverside,Poison the Well,4,0.833,-6.96,110.392,0.835,10,0.147,0.682524339,0.009,0
2007,The First Day of My Second Life,Poison the Well,4,0.952,-5.989,127.345,0.484,11,0.266,0.821593737,0.015,0
2007,Vagina Mine,Puscifer,3,0.25,-8.103,137.951,0.342,9,0.031,0.627779643,0.016,0
2007,Drunk with Power,Puscifer,3,0.944,-8.128,66.784,0.083,10,0.07,0.577415735,0.003,0
2007,Queen B.,Puscifer,4,1,-8.358,102.203,1,4,0.233,0.883375853,0.004,0
2007,Trekka,Puscifer,4,1,-10.217,86.979,0.95,0,0.32,0.42400874,0.004,0
2007,Indigo Children,Puscifer,4,0.988,-8.322,78.011,0.743,2,0.303,0.789554576,0.015,0
2007,Sour Grapes,Puscifer,4,1,-5.627,88.558,0.925,10,0.32,0.843086676,0.02,0
2007,REV 22:20 (Dry Martini Mix),Puscifer,4,1,-11.824,78.027,0.185,0,0.695,0.389493048,0.004,0
2007,Pleading the Fifth,Relient K,1,0.583,-10.113,113.967,0.185,7,0.743,0.400534535,0.007,0
2007,Crayons Can Melt on Us for All I Care,Relient K,1,0,-10.484,30.043,0.947,5,0,0.051479434,0.016,0
2007,Come Right Out and Say It,Relient K,4,0.966,-4.042,83.029,0.431,1,0.402,0.941448757,0.007,0
2007,I Need You,Relient K,4,1,-3.249,93.994,0.947,1,0.546,0.967997979,0.014,0
2007,The Best Thing,Relient K,4,0.962,-3.827,120.012,0.902,11,0.402,0.978317528,0.041,0
2007,Forgiven,Relient K,4,0.88,-4.559,136.035,0.917,3,0.396,0.947072579,0.018,0
2007,Must Have Done Something Right,Relient K,4,0.96,-2.985,137.99,0.944,1,0.802,0.949481967,0.007,0
2007,Give Until There's Nothing Left,Relient K,4,0.945,-4.226,104.975,0.877,9,0.764,0.785795965,0.017,0
2007,Devastation and Reform,Relient K,4,0.93,-3.17,90.976,0.978,1,0.512,0.990010947,0.007,0
2007,I'm Taking You With Me,Relient K,4,1,-3.706,88.014,1,1,0.679,0.89911592,0.009,0
2007,Faking My Own Suicide,Relient K,4,0.857,-5.821,83.953,0.826,6,0.161,0.760723866,0.005,0
2007,Bite My Tongue,Relient K,4,0.054,-5.611,170.979,0.178,1,0.897,0.8771464,0.009,0
2007,Up and Up,Relient K,4,0.967,-3.48,146.01,0.876,0,0.247,0.935150337,0.007,0
2007,Throw Some D's,Rich Boy,4,1,-6.368,161.068,0.136,4,0.009,0.812670167,0.005,1
2007,Umbrella,Rihanna,4,1,-4.926,86.989,0.963,6,0.035,0.83618964,0.002,1
2007,Break It Off,Rihanna & Sean Paul,4,1,-5.956,133.952,0.589,1,0.472,0.734576746,0.003,1
2007,We Will Rise Again,Scorpions,3,1,-4.682,86.971,0.408,0,0.272,0.904053873,0.004,0
2007,The Game of Life,Scorpions,4,1,-3.592,123.016,0.917,2,0,0.874765543,0.006,0
2007,We Were Born to Fly,Scorpions,4,0.983,-3.418,89.032,0.881,11,0.598,0.821306849,0.014,0
2007,The Future Never Dies,Scorpions,4,0.829,-4.572,137.505,0.063,1,0.365,0.618101829,0.002,0
2007,You're Lovin' Me to Death,Scorpions,4,1,-4.193,71.481,0.47,2,0.111,0.760501244,0.024,0
2007,321,Scorpions,4,1,-4.475,129.046,0.653,10,0.023,0.914723952,0.022,0
2007,Love Will Keep Us Alive,Scorpions,4,0.974,-3.965,116.933,0.982,2,0.841,0.795153515,0.005,0
2007,Your Last Song,Scorpions,4,0.874,-3.59,77.489,0.266,9,0.027,0.871383314,0.005,0
2007,Love Is War,Scorpions,4,1,-3.622,84.806,0.72,1,0.355,0.922484683,0.001,0
2007,The Cross,Scorpions,4,0.993,-4.536,139.969,0.572,7,0.096,0.90888445,0.02,0
2007,Humanity,Scorpions,4,0.947,-4.238,89.55,0.7,11,0,0.715044724,0.009,0
2007,Beautiful Girls,Sean Kingston,4,1,-5.182,130.036,0.511,4,0.035,0.684034999,0.005,1
2007,Party Like A Rockstar,Shop Boyz,4,0.953,-10.339,125.209,0.784,6,0.025,0.541999209,0.002,1
2007,All the Same,Sick Puppies,3,0.891,-6.1,88.42,0.591,0,0.679,0.738451694,0.008,0
2007,Too Many Words,Sick Puppies,3,0.379,-5.982,90.154,0.345,10,0.231,0.875328718,0.005,0
2007,My World,Sick Puppies,4,0.432,-5.534,158.683,0.244,7,0.443,0.922907082,0.005,0
2007,Pitiful,Sick Puppies,4,0.911,-5.97,146.647,0.727,5,0.555,0.824311267,0.003,0
2007,Cancer,Sick Puppies,4,0.949,-5.009,99.666,0.803,5,0.734,0.972757613,0.021,0
2007,What Are You Looking For,Sick Puppies,4,0.956,-5.561,95.537,0.869,0,0.882,0.69024409,0.006,0
2007,Deliverance,Sick Puppies,4,1,-4.843,91.769,1,10,0,0.963304182,0.01,0
2007,Howard's Tale,Sick Puppies,4,0.357,-6.885,91.828,1,0,0.944,0.8434807,0.005,0
2007,Asshole Father,Sick Puppies,4,0.554,-6.664,88.21,0.391,2,0.587,0.676338923,0.005,0
2007,Issues,Sick Puppies,4,0.994,-7.255,90.92,0.319,2,0.206,0.874368143,0.015,0
2007,Anywhere but Here,Sick Puppies,4,0.883,-5.962,66.031,0.058,5,0.125,0.969338502,0.008,0
2007,The Bottom,Sick Puppies,4,0.928,-5.679,78.981,0.304,7,0.053,0.91283219,0.005,0
2007,Straight Lines,Silverchair,4,0.844,-6.784,127.489,1,1,0.254,0.661193723,0.001,0
2007,If You Keep Losing Sleep,Silverchair,4,0.826,-4.203,131.118,0.057,6,0.259,0.859819134,0.009,0
2007,Reflections of a Sound,Silverchair,4,0.362,-4.856,87.869,0.938,0,0.664,0.623378943,0.005,0
2007,Those Thieving Birds (Part 1) / Strange Behaviour / Those Thieving Birds (Part 2),Silverchair,4,0.315,-6.108,125.704,0.285,11,0.7,0.681292074,0.006,0
2007,The Man That Knew Too Much,Silverchair,4,1,-4.896,100.856,0.94,9,0.206,0.73352415,0.011,0
2007,Waiting All Day,Silverchair,4,1,-6.311,129.137,0.893,8,0.629,0.817562479,0.011,0
2007,Mind Reader,Silverchair,4,1,-4.27,137.519,0.973,11,0.04,0.880656393,0.026,0
2007,Low,Silverchair,4,1,-4.769,114.026,0.876,6,0.559,0.820280696,0.005,0
2007,Insomnia,Silverchair,4,0.915,-5.689,122.784,0.836,2,0.518,0.74584211,0.007,0
2007,All Across the World,Silverchair,4,0.957,-5.485,86.339,0.835,6,0.002,0.677300579,0.003,0
2007,An Apology,So They Say,3,0.881,-4.443,78.95,0.297,10,0.578,0.892916205,0.004,0
2007,Just Forget My Name,So They Say,4,0.996,-3.961,85.251,0.79,9,0.31,0.934502448,0.019,0
2007,These Nights are Long,So They Say,4,1,-4.388,82.548,0.896,8,0.36,0.968925203,0.012,0
2007,Wake Me Up,So They Say,4,0.972,-4.192,78.262,0.525,1,0.64,0.940296779,0.014,0
2007,I Won't Tell,So They Say,4,0.946,-4.248,82.026,0.628,6,0.143,0.937002431,0.014,0
2007,Whisper of Sin,So They Say,4,0.986,-4.457,95.537,0.973,10,0.082,0.84128914,0.017,0
2007,You're Welcome,So They Say,4,0.546,-3.464,83.499,0.496,1,0.69,0.917873813,0.027,0
2007,Close Range,So They Say,4,1,-4.333,87.513,0.87,6,0.543,0.872340569,0.019,0
2007,Hand of God,So They Say,4,1,-3.604,95.591,0.816,8,0.725,0.921267282,0.007,0
2007,Nuclear Sunrise,So They Say,4,0.765,-5.123,91.496,0.98,6,0.052,0.864326808,0.007,0
2007,A Defeated Accomplishment,So They Say,5,0.95,-3.525,100.841,0.334,6,0.514,0.901975483,0.013,0
2007,As the Sleeper Awakes,Soilwork,3,0.789,-4.055,114.008,0.23,4,0.08,0.994004258,0.04,0
2007,Sick Heart River,Soilwork,3,1,-3.732,107.074,0.841,11,0.048,0.878298318,0.013,0
2007,Sworn to a Great Divide,Soilwork,4,0.994,-3.984,103.523,0.976,7,0.012,0.922698811,0.015,0
2007,Exile,Soilwork,4,0.991,-3.969,95.072,0.956,2,0.696,0.984540862,0.019,0
2007,Breeding Thorns,Soilwork,4,0.653,-3.795,102.031,0.957,11,0.707,0.899546315,0.056,0
2007,Your Beloved Scapegoat,Soilwork,4,0.943,-5.303,104.018,0.834,0,0.433,0.984637137,0.012,0
